title,description,genre
TETRIS EFFECT: CONNECTED,"Tetris® Effect: Connected adds an all-new robust multiplayer expansion to the huge variety of addictive and innovative single-player modes that Tetris Effect is known for with all-new co-op and competitive online and local multiplayer modes. Tetris Effect is Tetris® like you've never seen it, or heard it, or felt it before—an incredibly addictive, unique, and breathtakingly gorgeous reinvention of one of the most popular puzzle games of all time, from the people who brought you the award-winning Rez Infinite and legendary puzzle game Lumines. Music, backgrounds, sounds, special effects—everything, down to the Tetris pieces themselves, pulse, dance, shimmer, and explode in perfect sync with how you're playing, making any of the game's 30+ stages and 10+ modes something you'll want to experience over and over again. A challenge for the mind and a feast for all the senses, Tetris Effect: Connected is the perfect excuse to play Tetris again... and again...and again, and again, and again and again and again and again and again and again and... Game leverages Smart Delivery allowing access to both the Xbox One title and the Xbox Series X|S title when available.","Genre(s): Puzzle, Stacking"
TETRIS ULTIMATE,"The world’s most-loved puzzle game arrives on next-gen consoles, and is better than ever in Tetris® Ultimate. With six exciting modes, fun new features, and unique visuals, the evolution of this iconic game is the ultimate must-have on next-gen consoles.","Genre(s): Miscellaneous, Puzzle, Stacking"
TETROBOT AND CO.,"Tetrobot is the world's most popular and reliable robot, but he's not perfect. That's why Maya has built him a microscopic little brother, Psychobot.

Help Maya guide Psy through Tetrobot's cogs and circuits: by swallowing blocks of matter and spitting them out, they can repair anything. Learn how pipes, lasers, fans and other electronic devices work, learn how to alter the chemical properties of slime, and collect all the memory blocks that you find on the way.

The owners of damaged Tetrobots all around the world rely on Maya and Psy: they're the only people who can repair their precious robots.","Genre(s): Puzzle, Action"
TETSUMO PARTY,"It’s Tetsumo Party time! Help sumo warriors win in a hilarious competition. Control their arms and legs to fit the incoming bamboo wall or… drop out in the most ridiculous way. Riddle me this: what do sumo, walls and dancing have in common? The answer is: all of these elements formed Tetsumo Party.","Genre(s): Miscellaneous, Party / Minigame"
TEXAS WILDCATTER EXPERIENCE,N/A,"Genre(s): Strategy, Management, Business / Tycoon"
THE ADDAMS FAMILY: MANSION MAYHEM,"In this 3D platform adventure, play as Wednesday, Pugsley, Gomez, and Morticia in 4-player co-op for an exciting family game fright! Help the Addams Family save their mansion from a mysterious visitor who is dead-set on taking over. Explore the mansion’s darkest depths, magical mysteries and discover secrets while utilising each character’s special abilities, including Gomez’s Mazurka Saber and Wednesday’s pet octopus Socrates. Solve puzzles together and find relics that reveal the mansion’s hair-raising history.

– Join the Family: Experience the kooky world of the Addams Family in an original story based on the hit animated movie franchise.
– Save the Mansion: Piece together the horrifically exciting history of the Addams Family Mansion in a 3D platforming adventure.
– Competitive Mini Games: Jump, bump and race your way to victory.
– Solo or Together: Explore the Addams Mansion alone, or with up to 4 players on the same screen.","Genre(s): Action, Platformer, 3D"
THE ADVENTURE PALS,"Your birthday is ruined when your dad is dad-napped by a madman. Now you, your pet rock, and Sparkles the giraffe will have to fight your way through levels filled with platforming, bizarre enemies, and big bosses in the name of friendship and hotdogs to save the world.","Genre(s): Action, Platformer, 2D"
THE ADVENTURES OF 00 DILLY,"Get ready to shoot crash test dummy 00 Dilly as far as you can across the Grand Canyon with the weirdest and whackiest devices. Collect points, find treasure, and soar upward to the highest scores with Dilly as you aim for the giant bullseye.","Genre(s): Action, General"
THE ADVENTURES OF BERTRAM FIDDLE: EPISODE 1 - A DREADLY BUSINESS,"A point-and-click adventure game that mixes the classic formula with riveting action elements and humor. In a quirky Victorian London inhabited by strange characters, self-proclaimed explorer, Bertram Fiddle, finds himself in a bit of pickle as you help him track down the elusive serial killer known as Geoff the Murderer.","Genre(s): Action, Adventure, General, Point-and-Click"
THE ADVENTURES OF ELENA TEMPLE,"Ever miss being a child, playing games at your grandma's or in your old bedroom? Look no further! Play The Adventures of Elena Temple, the classic you never knew existed, on old machines that kind of sort of maybe existed. It's not like you can remember for sure, right?","Genre(s): Action, Platformer, 2D"
THE ALTO COLLECTION,"The Alto Collection brings both the critically acclaimed and beloved Alto’s Adventure and Alto’s Odyssey into one experience for the first time. A whole new group of players will finally be able to see what millions of others have discovered as they explore the ivory snows and the endless desert on the big screen in one collection. Join mountain shepherd Alto and friends as they set out to rescue their escaped llamas and find the adventure of a lifetime. In this collection, you will journey across the beautiful alpine hills of their native wilderness and soar above windswept dunes in a fantastical place far from home. Each procedurally-generated run provides new inspiration and a fresh set of challenges that seamlessly blends our unique landscapes together. Throughout the journey you’ll meet new friends and escape adversaries with clever combinations of expertly timed inputs. As you test your limits, fortune will favour the bold. Each backflip and successfully landed trick grants a temporary speed boost, allowing you to reach new heights and make it further down the mountain. Misjudge the timing of a backflip or the execution of a jump, and you’ll find yourself in a crash landing at the end of your run. As players progress through the terrain, they’ll earn upgrades, harness new abilities, and uncover the many mysteries that each game hold. An endless journey full of wonder awaits just over the crest of the next summit.","Genre(s): Miscellaneous, Compilation"
THE AMAZING AMERICAN CIRCUS,"The Amazing American Circus tells a story of the most iconic entertainment in American history. The USA, during the Gilded Age, is a turbulent place. On the East Coast springs up a modern metropolis, while in the west, cowboys and robber barons fight for their business. The new era is coming, and this is the last right moment for the circus to flourish. This is a place and time where you will have to write your own story and build a circus empire. You take the role of an impoverished owner of a traveling Circus. Through your personal and multithreaded story, The Amazing American Circus reveals mysteries behind a uniquely American form of entertainment, full of bizarre folklore, brutal crime, and social inequality as it depicts a story of a struggle between a newcomer and an industry giant - P.T. Barnum. The United States was a new, developing country with settlers steadily pushing the American frontier… To reach their public at the time, showmen had little choice but to travel light and fast. You will visit legendary places and meet real historical characters being a part of the American circus heritage. You will plan your trip and adapt your artistic offer to different groups of spectators in a constant struggle to provide hard-working Americans with the entertainment they deserve! The Amazing American Circus is a classic ‘travel’ game. Emerge from the South West and reach the progressive North East while seeking fame, glory, and fortune. Deliver a perfect show in a special card duel between you and the audience. Their boredom is your enemy, and your performances and tricks are the best weapons. Choose your cards wisely and try to figure out the mood of the crowd. What’s attractive in the deep South won’t necessarily work in the industrialized North.","Genre(s): Strategy, Management, Business / Tycoon"
THE AMAZING SPIDER-MAN 2,"The Amazing Spider-Man, this all-new third-person action-adventure video game builds on the story of the previous game with an alternative take on the events of the upcoming movie, while also giving players an enhanced, free-roaming web-slinging experience through a greatly expanded New York City.","Genre(s): Action, Action Adventure, General, General, Open-World"
THE AMBASSADOR: FRACTURED TIMELINES,"Freeze Time. Throw Swords. Save Tamaris.

The Ambassador: Fractured Timelines is a twin-stick fantasy shooter centered around the ability to stop time. You'll play as Gregor, a newly recruited member of the Eternal Fellowship, and an Ambassador of Time. Just as you are learning to use your newfound powers, the Fellowship's capital city is mysteriously destroyed! As one of the only remaining fellows, you must find those responsible and return Tamaris to its former glory.","Genre(s): Action, Action Adventure, General, Shooter, Shoot-'Em-Up, Top-Down"
THE AQUATIC ADVENTURE OF THE LAST HUMAN,"Explore the ruins of humanity in this mesmerising underwater action-adventure. Discover thriving wildlife, encounter monstrous beasts, and let curiosity guide you through an inevitable voyage of extinction.","Genre(s): Action Adventure, General, Open-World"
