title,description,genres
WII SPORTS CLUB,"Play your favorite Wii Sports games on the Wii U console! With Wii Sports Club, you can now take the competition online with tennis, bowling and golf - baseball and boxing are coming soon. Join a club, compete against other clubs from around your region, or play online multiplayer with your friends. You can also use all-new training modes to improve your skills and support your club.

Wii Sports Club takes what was fun about Wii Sports - cooperative and competitive gameplay together with friends and family - and moves the experience online. Each sport uses Wii MotionPlus technology to give you more control.

Ways to Play

Just set up an Internet connection and the SpotPass feature on your Wii U to automatically download Wii Sports Club. First-timers can try it out a 24-hour free trial. After the free trial ends, you can purchase two different types of passes exclusively on the Nintendo eShop: a Day Pass gives you access to all of the available sports for a 24-hour period and a Club Pass gives you unlimited access to a single sport with no time limit.

Features:
-Play online with friends and other competitors.
-Join a club and compete against rivals for better rankings.
-Improve your skills with all-new training modes and help your club move up in rank.
-Build community with fellow club members and friends online by sending tips, pep talks, and other messages via Miiverse.
-You now have more flexibility to play the way you want to with varied purchasing options.","Genre(s): Sports, General, General, Individual, Athletics"
WII STREET U,"With Wii Street U powered by Google, you can step into Google Street View with an immersive experience that will make you feel like you're actually there! View a 360 degree Google Maps Street View of locations all over the world using the Wii Utm GamePad controller's motion controls. Jumping to a location is easy-just use the GamePad touch screen to type in an address or location and start exploring, or instantly travel to over 70 fascinating, hand-picked locations around the globe.","Genre(s): Miscellaneous, General, Application"
WII U PANORAMA VIEW,"Experience Your Own Personal Panoramic Tour

Pick up the Wii U GamePad controller and get ready to transform your living room into an exotic location from around the world. By moving the GamePad up, down, left or right, you can look around at all your surroundings and feel like you're really experiencing these locations in person. You control the viewer's perspective, making it feel as though you've been transported directly to the center of the video's destination.

Features:

Personalize your viewing experience with various tools, like zooming in on points of interest, setting the tilt or changing to a different perspective.

Rotating the GamePad will change your viewing perspective from landscape to portrait, providing a better view of vertical objects such as towers.

At the end of the experience, you will be shown the top three images or areas of the video where you focused the majority of your attention.

The GamePad records your personalized viewing experience, allowing you to share your vantage point and interests with your family and friends. These pre-recorded videos can be viewed on the GamePad or the TV.","Genre(s): Miscellaneous, General, General"
WIND-UP KNIGHT 2,"Wind it up. Get ready. GO!

One of today's most popular mobile platform games, Robot Invader's WIND-UP KNIGHT 2 makes its way onto Wii U. With a long list of accolades, Wii U players can now enjoy the thrill of this propulsion-fueled action platformer. Packed with humor, beautifully rendered graphics and some of the most clever and imaginative designs ever - you play as Sprint, the clockwork knight, who just won'tcan'tstop. In this (literally) non-stop adventure to rescue the princess, your skills are pushed to the absolute limits as you jump, duck, swing, roll, attack and endure countless dangers including traps, cliffs and of course the sorted enemies. A large variety of play mechanics offers countless hours of fun. Collect coins to purchase new equipment and customize your knight. Explore side quests and hidden areas for rank promotion. Vie for Leaderboard position and earn in-game currency in the wickedly crazy, all-new Tournament Mode.

Supports the Wii U GamePad.","Genre(s): Action, Platformer, 3D"
WINGS OF MAGLORYX,"Awaken the Dragon

As Magloryx the dragon, you will use flight, spells, and combat to destroy castles, rescue peasants, collect gold, and reclaim your five stolen relics. Each of the five worlds offers a distinct setting and a new challenge. Collected gold can be used to purchase spells and upgrades that will assist you throughout the game, especially during challenging boss fights. Can you help Magloryx reclaim his treasures and return home? Can you restore peace to the HoverRealms?","Genre(s): Action Adventure, Linear"
WINKINGS,"WinKings is a 2D platform game which throws you in fantasy Vikings era.

It's 2-4 party game with gorgeous graphics and sound design. Game can be played in single mode as well as in local multiplayer. Different and unique worlds, characters, enemies and weapons makes gameplay even engaging.

4 Epic Viking character s

Up to 10 different weapons
Pistols, Riffle, Shotgun, Machine gun, Rocket launcher, Grenade, Flamethrower, Axe, Katana, Longsword, Sword

6 different worlds with 120+ co-op and versus levels

Campaign mode
Single player
2-4 co-op multiplayer
Easy, Normal, Hard and Viking game difficulties
Epic boss fights
Versus mode
2-4 versus multiplayer
Death match, Headhunter and Flag Capture game modes
Customizable games speed and weapon modes","Genre(s): Action, General, Platformer, 2D"
WIPEOUT 3,"Based on the television show on ABC, Wipeout 3 allows players to compete in over 200 obstacles designed to test their agility, endurance and abilities. Gamers can use the Wii U gamepad to throw their competitors off course by triggering fun obstacles, activating traps and unleashing a barrage of projectiles to ensure victory.","Genre(s): Miscellaneous, General, Party, Party, Party / Minigame"
WIPEOUT: CREATE & CRASH,The competition begins now! Wipeout Create & Crash brings the fun and excitements of the popular Wipeout TV show inside your living room like never before with the all new Course Creator. Do you have what it takes to conquer the world-famous Big Balls? Go all in or youll WIPEOUT!,"Genre(s): Miscellaneous, Trivia / Game Show, Party, Party, Party / Minigame"
WOAH DAVE!,"Woah Dave! is a frantic, score-chasing arcade game where players gun for digital glory by destroying monsters, stealing their loose change, and triggering more than enough explosions to deplete the O-Zone entirely. Have we mentioned it's also incredibly difficult?

Everything on the map--including your ammunition--is trying to kill you. And don't even get me started on the game's hard mode. It's borderline impossible, because apparently people who play games are masochists.","Genre(s): Action, Platformer, 2D"
WOODEN SEN'SEY,"You follow Goro, a village chief, as he seeks revenge through a variety of levels (Japanese temples, ocean beds, flying boats, and other inhospitable caverns).

The game has 9 levels with bosses that Goro has to overcome using his axes.
Run, grab hold, throw yourself forward, chop, throw shurikens: anything goes in pursuit of your goal!","Genre(s): Action, Platformer, 2D"
